Address,Price,ML_Price_Estimate,Price_$,ML_Price_Estimate_$
31 Munster Av,1730000.0,1757457.3421177755,"$1,730,000","$1,757,457"
26 Railway Rd,1667000.0,1681669.84060353,"$1,667,000","$1,681,670"
91 Broderick Rd,493000.0,557172.0541018727,"$493,000","$557,172"
77 Lyrebird Dr,501000.0,557172.0541018727,"$501,000","$557,172"
34 Ogradys Rd,521000.0,557172.0541018727,"$521,000","$557,172"
3/14 Queens Av,910000.0,677399.6397948895,"$910,000","$677,400"
330 Balaclava Rd,1300000.0,1779421.1031833664,"$1,300,000","$1,779,421"
198 Hawthorn Rd,1700000.0,1779421.1031833664,"$1,700,000","$1,779,421"
2/686 Inkerman Rd,575000.0,585586.6224290672,"$575,000","$585,587"
9/434 Kooyong Rd,630000.0,580160.1531707699,"$630,000","$580,160"
131 Sycamore St,1350000.0,1234584.1514594406,"$1,350,000","$1,234,584"
1/29 Atkinson St,905000.0,874670.022948708,"$905,000","$874,670"
2/13 Batesford Rd,988000.0,815473.4838244371,"$988,000","$815,473"
2/16 Westbrook St,820000.0,874670.022948708,"$820,000","$874,670"
37A Evesham Rd,1170000.0,877441.6787983772,"$1,170,000","$877,442"
1/1 Hilda St,672000.0,877441.6787983772,"$672,000","$877,442"
37A Olympic Av,1100000.0,877441.6787983772,"$1,100,000","$877,442"
3 Pinewood Mw,710000.0,995388.7733106584,"$710,000","$995,389"
1/9 Reeve Ct,815000.0,729537.7607843719,"$815,000","$729,538"
16 Sunray Av,1335000.0,1217727.804950001,"$1,335,000","$1,217,728"
2 Tenham Gr,1240000.0,1217727.804950001,"$1,240,000","$1,217,728"
3 Tintern Gr,1077000.0,1217727.804950001,"$1,077,000","$1,217,728"
43 Tulip Gr,1350000.0,995388.7733106584,"$1,350,000","$995,389"
50 Wallingford St,1031000.0,995388.7733106584,"$1,031,000","$995,389"
30 Wingrove St,935000.0,897600.8271429633,"$935,000","$897,601"
97 Bunney Rd,1120000.0,991758.7718406698,"$1,120,000","$991,759"
33 Wandoo Av,951000.0,841143.2194602595,"$951,000","$841,143"
4/10 Dennis St,585000.0,779028.7203814386,"$585,000","$779,029"
1/42 Evelyn St,720000.0,832129.2864152172,"$720,000","$832,129"
7 Gardiner Rd,1250000.0,1254665.4247288923,"$1,250,000","$1,254,665"
1/71 Kanooka Gr,856500.0,843803.6542416263,"$856,500","$843,804"
58 Alexandra Pde,700000.0,1145107.2745007596,"$700,000","$1,145,107"
137 Gold St,1000000.0,1145107.2745007596,"$1,000,000","$1,145,107"
1/8 Louise St,712000.0,651254.9763980374,"$712,000","$651,255"
27 Clifton Gr,1020000.0,993013.5775575093,"$1,020,000","$993,014"
39 Glenora Av,940000.0,993013.5775575093,"$940,000","$993,014"
51 Gordon St,1500000.0,1300614.550344805,"$1,500,000","$1,300,615"
1/115 Harding St,590000.0,520687.4565487684,"$590,000","$520,687"
34 Reynard St,1005000.0,1300614.550344805,"$1,005,000","$1,300,615"
52 Lincoln Av,1070000.0,1059336.0503520323,"$1,070,000","$1,059,336"
39 Otter St,1300000.0,1396165.3133571076,"$1,300,000","$1,396,165"
71 Palmer St,888000.0,1111396.1837717965,"$888,000","$1,111,396"
5 Chelmsford Ct,570000.0,601266.5475688942,"$570,000","$601,267"
103 Gateshead St,465000.0,531527.8784322648,"$465,000","$531,528"
29 Lauderdale Dr,525000.0,601266.5475688942,"$525,000","$601,267"
3 Penarth Ct,480000.0,531527.8784322648,"$480,000","$531,528"
59 Riverside Dr,545000.0,601266.5475688942,"$545,000","$601,267"
14 Taransay Wy,597000.0,601266.5475688942,"$597,000","$601,267"
24 Bartlett Av,891000.0,752749.7552587306,"$891,000","$752,750"
185 Eastfield Rd,810000.0,942842.0207852989,"$810,000","$942,842"
37 Highland Av,920000.0,942842.0207852989,"$920,000","$942,842"
4/19 Jackson St,465000.0,513295.8465815622,"$465,000","$513,296"
9 Murray Rd,732000.0,679984.3299658356,"$732,000","$679,984"
1 Albury Ct,897000.0,841155.7816586911,"$897,000","$841,156"
13 Trende St,686000.0,702355.4863155147,"$686,000","$702,355"
3 Wallace Av,637500.0,619292.5190699229,"$637,500","$619,293"
59 Outlook Dr,765000.0,646296.6273399926,"$765,000","$646,297"
1A Barnsbury Rd,2760000.0,2234936.941104651,"$2,760,000","$2,234,937"
33 Everleigh Dr,657500.0,683437.2242138183,"$657,500","$683,437"
3 Lydford Ct,920000.0,763378.5541008586,"$920,000","$763,379"
24 Oronsay Cr,845000.0,863551.8160729132,"$845,000","$863,552"
6 Kingsland Cl,717500.0,785866.2804885335,"$717,500","$785,866"
256 Spring Rd,750000.0,822017.5624516478,"$750,000","$822,018"
24 Lauer St,1489000.0,1114544.9436590495,"$1,489,000","$1,114,545"
2/27 Belinda Cr,1450000.0,848019.2301516039,"$1,450,000","$848,019"
32 Bellevue Av,1250000.0,1402708.4114569419,"$1,250,000","$1,402,708"
7a Daws Rd,1400000.0,1168190.1723180024,"$1,400,000","$1,168,190"
16 Wiarando Ct,1220000.0,1402708.4114569419,"$1,220,000","$1,402,708"
2 Cresthaven Ct,1650000.0,1224911.0131022076,"$1,650,000","$1,224,911"
7 Magnolia Gr,485000.0,552084.9116322683,"$485,000","$552,085"
39 Durham St,1750000.0,1621874.981870021,"$1,750,000","$1,621,875"
127 Gipps St,4275000.0,1754057.943438791,"$4,275,000","$1,754,058"
36A Ivan Av,870000.0,799953.6212987822,"$870,000","$799,954"
1/15 Alexandra Av,640000.0,596916.6027735966,"$640,000","$596,917"
24 Clarence St,1940000.0,1412547.8395321146,"$1,940,000","$1,412,548"
85 Arthur St,830000.0,806428.5806476992,"$830,000","$806,429"
15 Malabar Cr,890000.0,806428.5806476992,"$890,000","$806,429"
3/161 Pitt St,750000.0,806428.5806476992,"$750,000","$806,429"
6/5 Alfriston St,642000.0,641022.9885754028,"$642,000","$641,023"
23 Byron St,1520000.0,1458739.303407779,"$1,520,000","$1,458,739"
13 Cyril St,2275000.0,2200740.7702519107,"$2,275,000","$2,200,741"
14/125 Ormond Rd,800000.0,641022.9885754028,"$800,000","$641,023"
6/53 Tennyson St,500000.0,641022.9885754028,"$500,000","$641,023"
3/51 Park St,390000.0,507426.56719814986,"$390,000","$507,427"
31 Amelia Av,1510000.0,1502555.171689442,"$1,510,000","$1,502,555"
3 Crisp St,1652000.0,1704370.522662794,"$1,652,000","$1,704,371"
42 Fitzgerald Rd,1131000.0,1127121.6033096465,"$1,131,000","$1,127,122"
6 Fitzgerald Rd,1607500.0,1704370.522662794,"$1,607,500","$1,704,371"
14/44 Fletcher St,450000.0,562737.2997620743,"$450,000","$562,737"
1/8 Glass St,310000.0,353004.21792330197,"$310,000","$353,004"
10 Glen St,1400000.0,1127121.6033096465,"$1,400,000","$1,127,122"
35 Glen St,1720000.0,1502555.171689442,"$1,720,000","$1,502,555"
98A Hoffmans Rd,983000.0,1127121.6033096465,"$983,000","$1,127,122"
312/1005 Mt Alexander Rd,330000.0,353004.21792330197,"$330,000","$353,004"
5A Overman Ct,1162500.0,1176005.7334381454,"$1,162,500","$1,176,006"
44 Salmon Av,1926000.0,1127121.6033096465,"$1,926,000","$1,127,122"
3 Madden St,810000.0,662438.6087890916,"$810,000","$662,439"
7 Garnet St,1305000.0,1127121.6033096465,"$1,305,000","$1,127,122"
40 Langridge St,2035000.0,1549533.0502768187,"$2,035,000","$1,549,533"
1 Baird St,687000.0,665492.3296686813,"$687,000","$665,492"
30 Dorothy St,670000.0,665492.3296686813,"$670,000","$665,492"
42 Hedley St,1000000.0,665492.3296686813,"$1,000,000","$665,492"
2 Kirby Ct,825000.0,716705.1127855151,"$825,000","$716,705"
4/35 Argyle St,1300000.0,1049786.74441086,"$1,300,000","$1,049,787"
302/41 Kerr St,745000.0,701405.930742087,"$745,000","$701,406"
322 Young St,1050000.0,903094.3715575419,"$1,050,000","$903,094"
10/59 Young St,1326000.0,1441167.875092947,"$1,326,000","$1,441,168"
22 McKean St,1520000.0,1213941.3198652163,"$1,520,000","$1,213,941"
106 Newry St,1625000.0,1439781.430621218,"$1,625,000","$1,439,781"
3 Rowe St,2555000.0,1439781.430621218,"$2,555,000","$1,439,781"
7/75 Droop St,360000.0,450910.40447222034,"$360,000","$450,910"
6/248 Gordon St,315000.0,322451.19347383,"$315,000","$322,451"
9 Swan St,831000.0,971810.5831264375,"$831,000","$971,811"
37 Raleigh St,1092000.0,953302.6774356966,"$1,092,000","$953,303"
11 Kurong Av,626000.0,608123.2855695994,"$626,000","$608,123"
7 Melanda Ct,650000.0,668355.8966032829,"$650,000","$668,356"
54 Warrawee Cct,600000.0,608123.2855695994,"$600,000","$608,123"
12 Tallowwood St,501000.0,608123.2855695994,"$501,000","$608,123"
31 Christopher Dr,700000.0,794900.4907706899,"$700,000","$794,900"
5 Field Ct,700500.0,674784.6614183461,"$700,500","$674,785"
3 Fiona Ct,702000.0,674784.6614183461,"$702,000","$674,785"
2/112 Lenoak St,492000.0,528291.5683746138,"$492,000","$528,292"
10 Windermere Cr,921000.0,748385.2682192428,"$921,000","$748,385"
184 Finch St,3310000.0,1709711.2196034454,"$3,310,000","$1,709,711"
28 Martin Rd,1601000.0,1709711.2196034454,"$1,601,000","$1,709,711"
1/18 Peace St,797000.0,831306.2359846912,"$797,000","$831,306"
2 Arlington Dr,1710000.0,1282200.6170694726,"$1,710,000","$1,282,201"
452 Blackburn Rd,1100000.0,1096704.3304195518,"$1,100,000","$1,096,704"
60 Cypress Av,1530000.0,1144864.012624598,"$1,530,000","$1,144,864"
39 Driftwood Dr,1660000.0,1282200.6170694726,"$1,660,000","$1,282,201"
3/6 Forest Ct,760000.0,911908.2582505177,"$760,000","$911,908"
29 Hampshire Rd,1091500.0,1144864.012624598,"$1,091,500","$1,144,864"
6/673 High Street Rd,592000.0,637692.4024593643,"$592,000","$637,692"
27 Myers Av,2090000.0,1144864.012624598,"$2,090,000","$1,144,864"
29 Swift Dr,1300000.0,1485314.705187433,"$1,300,000","$1,485,315"
14 Hartington St,730000.0,717514.9725612022,"$730,000","$717,515"
8 Ila St,901000.0,717514.9725612022,"$901,000","$717,515"
23b Isla Av,541000.0,675622.6251207306,"$541,000","$675,623"
24 Maude Av,810000.0,717514.9725612022,"$810,000","$717,515"
1/159 Melbourne Av,650000.0,599684.4891049352,"$650,000","$599,684"
2/25 Prospect St,580000.0,599684.4891049352,"$580,000","$599,684"
129 View St,643000.0,717514.9725612022,"$643,000","$717,515"
1/217 West St,645000.0,764669.2159470321,"$645,000","$764,669"
1/26 York St,595000.0,599684.4891049352,"$595,000","$599,684"
76A Nell St,786000.0,792577.0494223656,"$786,000","$792,577"
6 Nulgarrah Cr,770000.0,1048628.0355731107,"$770,000","$1,048,628"
38 Perugia Av,540000.0,625701.6247348534,"$540,000","$625,702"
72 Sutherland St,740000.0,743358.5426778217,"$740,000","$743,359"
125 Linacre Rd,2500000.0,1925354.7000532448,"$2,500,000","$1,925,355"
2/34 Linacre Rd,665000.0,766530.9256805757,"$665,000","$766,531"
10 Valerian St,1560000.0,1434883.8628771093,"$1,560,000","$1,434,884"
48 Heath Cr,1436000.0,1013648.5137562536,"$1,436,000","$1,013,649"
10 Berkeley St,4700000.0,2921536.3026553653,"$4,700,000","$2,921,536"
95 Church St,1525000.0,1713478.9592139197,"$1,525,000","$1,713,479"
32 College St,1620000.0,1305442.379867504,"$1,620,000","$1,305,442"
12 Hunter St,1985000.0,1713478.9592139197,"$1,985,000","$1,713,479"
4 Manchester St,1750000.0,1713478.9592139197,"$1,750,000","$1,713,479"
54 Manningtree Rd,2100000.0,2258768.4527460868,"$2,100,000","$2,258,768"
1/27 Auburn Gr,1405000.0,1722034.453439556,"$1,405,000","$1,722,034"
35 Auburn Gr,2102000.0,1722034.453439556,"$2,102,000","$1,722,034"
16/330 Riversdale Rd,435000.0,634603.5111481077,"$435,000","$634,604"
2/24 Selwood St,375000.0,414748.1871601659,"$375,000","$414,748"
16 Frances St,860000.0,812933.5788316629,"$860,000","$812,934"
3/56 Banksia St,630000.0,649729.3280775646,"$630,000","$649,729"
18 Francis St,780000.0,760502.3342808062,"$780,000","$760,502"
17 Lawson Pde,931000.0,860235.2071602673,"$931,000","$860,235"
1/55 Outhwaite Rd,601000.0,779614.8480108051,"$601,000","$779,615"
96 Southern Rd,805000.0,860235.2071602673,"$805,000","$860,235"
18 Swanston St,690000.0,760502.3342808062,"$690,000","$760,502"
531 Waterdale Rd,820000.0,860235.2071602673,"$820,000","$860,235"
373 Liberty Pde,640000.0,716248.8653257234,"$640,000","$716,249"
8 Malahang Pde,442000.0,631615.2587393542,"$442,000","$631,615"
34 Henry St,1150000.0,1167921.849027302,"$1,150,000","$1,167,922"
38 Tibrockney St,1500000.0,1455353.208334914,"$1,500,000","$1,455,353"
34 Carruthers Dr,640000.0,681875.0088339973,"$640,000","$681,875"
109 Heaths Rd,633000.0,602223.5995215023,"$633,000","$602,224"
7 Hughes St,545000.0,602223.5995215023,"$545,000","$602,224"
4 Normandy Cl,420000.0,525038.2224104425,"$420,000","$525,038"
8 Reserve Rd,471500.0,525038.2224104425,"$471,500","$525,038"
30 Sandleford Wy,466000.0,525038.2224104425,"$466,000","$525,038"
27 Sunbird Cr,565000.0,525038.2224104425,"$565,000","$525,038"
11 Euston Rd,2190000.0,1257710.7967560906,"$2,190,000","$1,257,711"
9A Normanby St,980000.0,977409.996742523,"$980,000","$977,410"
2/24 Abbotsford Gr,1110000.0,903609.3803706954,"$1,110,000","$903,609"
15 Longstaff St,1740000.0,1398925.7136257072,"$1,740,000","$1,398,926"
17 Bannister St,618000.0,659426.6632219616,"$618,000","$659,427"
2/47 Emu Pde,480000.0,498051.12398205925,"$480,000","$498,051"
53 Lorraine Cr,515000.0,549964.2797945852,"$515,000","$549,964"
8 Harefield Cr,585000.0,688494.731814049,"$585,000","$688,495"
7 Bianchi Ct,615000.0,631137.4990591044,"$615,000","$631,137"
15 Fiat Ct,782500.0,686802.5244389854,"$782,500","$686,803"
5 Karu Ct,771000.0,686802.5244389854,"$771,000","$686,803"
1/12 Tarrant Ct,520500.0,549970.9302322961,"$520,500","$549,971"
41 Wimmera Cr,640000.0,631137.4990591044,"$640,000","$631,137"
39 David Av,1062500.0,743189.9683099528,"$1,062,500","$743,190"
17 Janet St,912000.0,743189.9683099528,"$912,000","$743,190"
1/77 Lincoln Dr,745000.0,685282.3106329403,"$745,000","$685,282"
92 Noga Av,891000.0,855729.9307322167,"$891,000","$855,730"
34 West Gwy,720000.0,743189.9683099528,"$720,000","$743,190"
16 Altona St,1110000.0,998171.8092956834,"$1,110,000","$998,172"
4/26 Barnett St,917500.0,956203.5897317438,"$917,500","$956,204"
109/18 Bent St,730000.0,548731.3669634814,"$730,000","$548,731"
2/2 McCracken St,811000.0,689156.4796705695,"$811,000","$689,156"
15 Taylor Mw,717000.0,689156.4796705695,"$717,000","$689,156"
23 Wakefield St,1190000.0,1233942.832053779,"$1,190,000","$1,233,943"
199 Barkers Rd,2150000.0,2258768.4527460868,"$2,150,000","$2,258,768"
21 Churchill St,1965000.0,1713478.9592139197,"$1,965,000","$1,713,479"
63 Davis St,2425000.0,2919969.0231722803,"$2,425,000","$2,919,969"
8/48 Derby St,643000.0,634603.5111481077,"$643,000","$634,604"
3/89 Earl St,835000.0,1324489.6024715551,"$835,000","$1,324,490"
1/214 Princess St,870000.0,1324489.6024715551,"$870,000","$1,324,490"
2 Baker Av,1700000.0,1721605.2769220383,"$1,700,000","$1,721,605"
2/14 Westbrook St,590000.0,636170.5161749263,"$590,000","$636,171"
23 The Panorama,950000.0,769239.6412349208,"$950,000","$769,240"
7 English Ct,551000.0,576573.4405565308,"$551,000","$576,573"
4 Tollhouse Rd,485000.0,576573.4405565308,"$485,000","$576,573"
100 Coronation St,1205000.0,1265689.867612593,"$1,205,000","$1,265,690"
2/83 Derrick St,532000.0,638935.8197150892,"$532,000","$638,936"
1A Veronica St,625000.0,668355.8966032829,"$625,000","$668,356"
2/114 Anderson St,420000.0,551784.6508613176,"$420,000","$551,785"
7/11 Maroondah Hwy,515000.0,551784.6508613176,"$515,000","$551,785"
5 Ballarat Rd,640000.0,779379.747130065,"$640,000","$779,380"
11 Eucalyptus Dr,680000.0,707858.0364152399,"$680,000","$707,858"
2/56 Mitchell St,725000.0,874689.9411744203,"$725,000","$874,690"
4/13 Powell Cr,675000.0,707858.0364152399,"$675,000","$707,858"
18 Pullar St,472500.0,779379.747130065,"$472,500","$779,380"
1/29 Grant St,1211000.0,614589.2811333801,"$1,211,000","$614,589"
22 Quentin Rd,1380000.0,1988457.6623131416,"$1,380,000","$1,988,458"
2 Rotherwood Dr,1715157.0,1988457.6623131416,"$1,715,157","$1,988,458"
15 Winton Rd,1510000.0,1433578.0288813233,"$1,510,000","$1,433,578"
53 Shankland Bvd,426000.0,517891.72089059424,"$426,000","$517,892"
18/17 Queens Rd,637500.0,647148.536653077,"$637,500","$647,149"
4/27 Queens Rd,1100000.0,968580.3222016431,"$1,100,000","$968,580"
104 Palmerston St,359000.0,401040.5929214807,"$359,000","$401,041"
2 Quail Cr,378000.0,401040.5929214807,"$378,000","$401,041"
28 Exford Rd,430500.0,441157.9603446194,"$430,500","$441,158"
15 Lawson Rd,320000.0,393547.394662592,"$320,000","$393,547"
1/18 Toolern St,251000.0,369378.62658718874,"$251,000","$369,379"
9 Gouldthorp Av,1095000.0,929590.3170283476,"$1,095,000","$929,590"
1 Harkin Av,1750000.0,929590.3170283476,"$1,750,000","$929,590"
107 Patty St,1460000.0,929590.3170283476,"$1,460,000","$929,590"
12/6 Venice St,686000.0,580346.0137742602,"$686,000","$580,346"
12 Haig St,580000.0,609817.9356302039,"$580,000","$609,818"
12 Kerrabee Dr,560000.0,609817.9356302039,"$560,000","$609,818"
18 Shearwater Pl,638000.0,609817.9356302039,"$638,000","$609,818"
84 Hambleton St,2860000.0,2199871.7886366136,"$2,860,000","$2,199,872"
311 Childs Rd,540000.0,595842.563384531,"$540,000","$595,843"
3 Citrus Cl,605000.0,595842.563384531,"$605,000","$595,843"
30 Cunningham Dr,645000.0,730760.7797232475,"$645,000","$730,761"
4 Nectar Mw,602500.0,595842.563384531,"$602,500","$595,843"
2 Garden Av,1070000.0,953302.6774356966,"$1,070,000","$953,303"
417 Mitcham Rd,1205000.0,1130046.6133315489,"$1,205,000","$1,130,047"
3 Moorakyne Pl,1800000.0,1130046.6133315489,"$1,800,000","$1,130,047"
2/1 Rupert St,670000.0,590411.9936292147,"$670,000","$590,412"
1/389 Mont Albert Rd,442500.0,652987.063947172,"$442,500","$652,987"
47 View St,1587000.0,1547211.4880435239,"$1,587,000","$1,547,211"
2/16 Buena Vista Dr,650000.0,807363.3610206447,"$650,000","$807,363"
7/12 Calrossie Av,700000.0,807363.3610206447,"$700,000","$807,363"
6 Coventry St,890000.0,807363.3610206447,"$890,000","$807,363"
1/36 Kirwana Gr,735000.0,807363.3610206447,"$735,000","$807,363"
8 McColl St,1436000.0,807363.3610206447,"$1,436,000","$807,363"
51 Reichelt Av,900000.0,965430.3087835378,"$900,000","$965,430"
73 Reichelt Av,700000.0,807363.3610206447,"$700,000","$807,363"
72 Clarinda Rd,1420200.0,1127121.6033096465,"$1,420,200","$1,127,122"
20 Huntly St,970000.0,942360.9611373642,"$970,000","$942,361"
16 Latrobe St,1900000.0,1502555.171689442,"$1,900,000","$1,502,555"
6A McPherson St,1070000.0,1127121.6033096465,"$1,070,000","$1,127,122"
7 Green St,840000.0,727243.769434531,"$840,000","$727,244"
3 Percy St,988000.0,1059376.662465205,"$988,000","$1,059,377"
2/24 Steedman St,835000.0,838586.3278899828,"$835,000","$838,586"
1/11 Warren Rd,730000.0,882071.380181212,"$730,000","$882,071"
2/11 Warren Rd,785000.0,882071.380181212,"$785,000","$882,071"
1/21 Cheviot Rd,1201000.0,860560.9618320779,"$1,201,000","$860,561"
2/2 Halliday St,1280000.0,1207692.9417435634,"$1,280,000","$1,207,693"
7/20 Huntingtower Cr,850000.0,860560.9618320779,"$850,000","$860,561"
56 Leeds Rd,1641000.0,1212873.8138765784,"$1,641,000","$1,212,874"
17 Leonie Av,1475000.0,1637137.0910023232,"$1,475,000","$1,637,137"
38 Winbourne Rd,2000000.0,1394254.5714198514,"$2,000,000","$1,394,255"
13 Southhampton Dr,710000.0,847879.7483499494,"$710,000","$847,880"
4/12 Dalny Rd,490000.0,581952.7706314394,"$490,000","$581,953"
24 Kinlock Av,1600000.0,1698060.6859502133,"$1,600,000","$1,698,061"
11 Pirra Pl,612500.0,646986.6266386067,"$612,500","$646,987"
14 Breadalbane Pl,1410000.0,1006542.663193009,"$1,410,000","$1,006,543"
33 Bunbury St,1700000.0,737521.3069454165,"$1,700,000","$737,521"
2/34 Haldane Rd,510000.0,560451.5973101663,"$510,000","$560,452"
4/503 Keilor Rd,325000.0,349428.4248622543,"$325,000","$349,428"
2/18 Craig St,447500.0,672873.3151424723,"$447,500","$672,873"
4/16 Mons Pde,450000.0,477659.51580479834,"$450,000","$477,660"
5 Murphy St,1485000.0,1407367.0369056424,"$1,485,000","$1,407,367"
67 Charles St,1100000.0,1063414.9531113964,"$1,100,000","$1,063,415"
8 Hillside Av,1295000.0,1282652.9931464973,"$1,295,000","$1,282,653"
3 Northcote St,1610000.0,1282652.9931464973,"$1,610,000","$1,282,653"
198 Victoria Rd,970000.0,1063414.9531113964,"$970,000","$1,063,415"
39 Victoria Rd,970000.0,1063414.9531113964,"$970,000","$1,063,415"
2/8 Finch St,842000.0,850192.4592063412,"$842,000","$850,192"
1/23 Kett St,752500.0,1007748.1448409506,"$752,500","$1,007,748"
10 Magnolia St,1005000.0,1021224.3196792115,"$1,005,000","$1,021,224"
7 Ridge Rd,860000.0,963950.7161106968,"$860,000","$963,951"
11 Xavier St,1306000.0,1021224.3196792115,"$1,306,000","$1,021,224"
4 Mead Ct,676000.0,977409.996742523,"$676,000","$977,410"
2 Curran St,1200000.0,977409.996742523,"$1,200,000","$977,410"
9 Cranbrook Cct,456000.0,652987.8995729289,"$456,000","$652,988"
2/8 Bewdley St,1461000.0,881637.093813791,"$1,461,000","$881,637"
286 Tucker Rd,1425000.0,1389001.8329685307,"$1,425,000","$1,389,002"
2/137 Beach Rd,690000.0,584072.2022750919,"$690,000","$584,072"
12/158 Como Pde W,580000.0,584072.2022750919,"$580,000","$584,072"
4/87 Como Pde E,440000.0,584072.2022750919,"$440,000","$584,072"
24 Edmond St,1375000.0,1047796.3159474588,"$1,375,000","$1,047,796"
10 Eveline Av,1010000.0,927465.5482297261,"$1,010,000","$927,466"
13 Rennison St,2450000.0,1269689.6505185969,"$2,450,000","$1,269,690"
55 Park Dr,2790000.0,1407367.0369056424,"$2,790,000","$1,407,367"
108 Parkville Av,1446000.0,1670694.3683103009,"$1,446,000","$1,670,694"
8 Ann St,1395000.0,1007432.1428499386,"$1,395,000","$1,007,432"
10/43 Arndt Rd,427500.0,508202.22820066375,"$427,500","$508,202"
19 Dale Av,1301000.0,1047379.0376017035,"$1,301,000","$1,047,379"
5/137 Northumberland Rd,560000.0,675466.7380396688,"$560,000","$675,467"
6 Beachview Pde,700000.0,670683.8986500548,"$700,000","$670,684"
33 Turnstone Dr,610000.0,670683.8986500548,"$610,000","$670,684"
129 Esplanade Pl,1700000.0,1448314.9954813386,"$1,700,000","$1,448,315"
101/323 Dandenong Rd,690000.0,639085.6151345188,"$690,000","$639,086"
4/605 High St,630000.0,639085.6151345188,"$630,000","$639,086"
18/61 High St,685000.0,639085.6151345188,"$685,000","$639,086"
4/38 Porter St,570000.0,639085.6151345188,"$570,000","$639,086"
22 Austral Av,1120000.0,983968.9220616869,"$1,120,000","$983,969"
33 Grandview Rd,1000000.0,983968.9220616869,"$1,000,000","$983,969"
86 Malpas St,1010000.0,983968.9220616869,"$1,010,000","$983,969"
12A Milton Cr,860000.0,983968.9220616869,"$860,000","$983,969"
21 Robeson St,1110000.0,1269625.3682910001,"$1,110,000","$1,269,625"
47 Youngman St,800000.0,852032.3286068779,"$800,000","$852,032"
2/96 Darebin Bvd,515000.0,570922.6282716534,"$515,000","$570,923"
1/80 Delaware St,615000.0,570922.6282716534,"$615,000","$570,923"
3/80 Delaware St,407000.0,328767.13615408854,"$407,000","$328,767"
2/15 MacArtney St,315000.0,639483.4389441906,"$315,000","$639,483"
39 Manoel Av,871000.0,995230.3685136967,"$871,000","$995,230"
44 Mendip Rd,930000.0,972766.91050536,"$930,000","$972,767"
1/28 North Rd,741000.0,674875.8483064311,"$741,000","$674,876"
2/87 Purinuan Rd,375000.0,714267.9738663542,"$375,000","$714,268"
6 Sedge Ct,1005000.0,972766.91050536,"$1,005,000","$972,767"
24 Wimmera Av,748500.0,714267.9738663542,"$748,500","$714,268"
21/72 Baker St,310000.0,418691.96758011467,"$310,000","$418,692"
62 Butler St,860000.0,1120313.1472353372,"$860,000","$1,120,313"
6/323 Church St,1052000.0,1073330.7817622076,"$1,052,000","$1,073,331"
2 Portland St,3000000.0,1407367.0369056424,"$3,000,000","$1,407,367"
401/1 Railway Pl,685000.0,647148.536653077,"$685,000","$647,149"
7 Catherine St,1215000.0,796727.9416656225,"$1,215,000","$796,728"
76 Jeffrey Dr,983800.0,869566.188447168,"$983,800","$869,566"
2/8 Kirk St,595000.0,524650.5770507575,"$595,000","$524,651"
1/36 Oban Rd,702500.0,758530.9845565915,"$702,500","$758,531"
7 Raymond Ct,865000.0,894902.1283521159,"$865,000","$894,902"
44 Melview Dr,1185000.0,970184.4847451514,"$1,185,000","$970,184"
6/158 Warrandyte Rd,900000.0,857664.7891642639,"$900,000","$857,665"
35 Thomson Dr,1160000.0,1188662.9645335383,"$1,160,000","$1,188,663"
6/8 Canterbury Cl,700500.0,662838.3132541019,"$700,500","$662,838"
28 Cardinia Wy,762000.0,751813.0237188988,"$762,000","$751,813"
92 Fairway Dr,1000000.0,823954.7147330546,"$1,000,000","$823,955"
21 Donvale Av,450000.0,527444.2929178023,"$450,000","$527,444"
1/4 Cooke St,1001000.0,1132934.3460699315,"$1,001,000","$1,132,934"
22 Grange Rd,1835000.0,1807337.9630992608,"$1,835,000","$1,807,338"
17 Miller St,1630000.0,1547672.605246916,"$1,630,000","$1,547,673"
205 Nepean Hwy,1745000.0,668355.8966032829,"$1,745,000","$668,356"
35 Torquay Av,687500.0,608123.2855695994,"$687,500","$608,123"
7/20 Bayview Rd,495000.0,459562.7045228657,"$495,000","$459,563"
4 Henry St,1085000.0,873124.3492974988,"$1,085,000","$873,124"
3 Walter St,847000.0,1037651.3362392572,"$847,000","$1,037,651"
68 Windsor St,785000.0,873124.3492974988,"$785,000","$873,124"
63 Saltley St,995000.0,1022621.4501737511,"$995,000","$1,022,621"
14 Vernon St,1290000.0,1022621.4501737511,"$1,290,000","$1,022,621"
705/2 Albert Rd,580000.0,428265.88586088136,"$580,000","$428,266"
13 Martin St,1780000.0,1551787.859111427,"$1,780,000","$1,551,788"
9 Slide St,716000.0,638440.3557844945,"$716,000","$638,440"
4 Tivoli Pl,626000.0,638440.3557844945,"$626,000","$638,440"
17/63 Alexandra Av,440000.0,425035.0695519359,"$440,000","$425,035"
65 Caroline St,3475000.0,1133749.5654523636,"$3,475,000","$1,133,750"
7 Cassell St,1710000.0,1251499.2314395308,"$1,710,000","$1,251,499"
26 Howitt St,851000.0,683318.3706157799,"$851,000","$683,318"
30 Nicholson St,2030000.0,1133749.5654523636,"$2,030,000","$1,133,750"
30 Billing St,900000.0,696185.8542531502,"$900,000","$696,186"
34 Clarke Av,550000.0,623299.637629739,"$550,000","$623,300"
11 Curtin St,750000.0,688494.731814049,"$750,000","$688,495"
6 Grace St,632000.0,623299.637629739,"$632,000","$623,300"
9 James St,700000.0,623299.637629739,"$700,000","$623,300"
