Address,Price,ML_Price_Estimate,Price_$,ML_Price_Estimate_$
33 Derwent St,905000.0,1112399.1348443634,"$905,000","$1,112,399"
36 Newman St,1060000.0,923508.3429778871,"$1,060,000","$923,508"
2 Leveson St,1610000.0,1409704.2670395328,"$1,610,000","$1,409,704"
8/10 Langwells Pde,1100000.0,981451.2113366483,"$1,100,000","$981,451"
6 Tanner Gr,1320000.0,1040539.9851232731,"$1,320,000","$1,040,540"
4/29 Margaret St,596000.0,441966.5753285542,"$596,000","$441,967"
20 Victoria St,810000.0,781696.7790511192,"$810,000","$781,697"
20 Joyce Av,1050000.0,946884.5499930205,"$1,050,000","$946,885"
10/517 Royal Pde,890000.0,1154036.0074021488,"$890,000","$1,154,036"
237 Derby St,530000.0,884688.6236858087,"$530,000","$884,689"
1/33 Sylvan Gr,700000.0,884688.6236858087,"$700,000","$884,689"
99 Jamieson Wy,670000.0,753058.2381470709,"$670,000","$753,058"
16 Vicky Ct,575000.0,625757.6843717012,"$575,000","$625,758"
5/120 Princes St,885000.0,708089.8262467122,"$885,000","$708,090"
2/10 Ada St,788000.0,670008.1255806735,"$788,000","$670,008"
8/4 Austral Av,600000.0,670008.1255806735,"$600,000","$670,008"
11a Enfield Av,950000.0,1121139.7139337577,"$950,000","$1,121,140"
8/93 High St,480000.0,496253.7140997823,"$480,000","$496,254"
31 Aberdeen St,850000.0,814508.705628087,"$850,000","$814,509"
32 Arundel Av,688000.0,814508.705628087,"$688,000","$814,509"
62 Banbury Rd,690000.0,814508.705628087,"$690,000","$814,509"
48 Cuthbert Rd,935000.0,1126117.973509783,"$935,000","$1,126,118"
43 Dundee St,745000.0,740078.5527378254,"$745,000","$740,079"
72 Hickford St,852500.0,814508.705628087,"$852,500","$814,509"
26 Nocton St,1049000.0,1023105.3506464508,"$1,049,000","$1,023,105"
9/50 Burnley St,300000.0,477445.75671154674,"$300,000","$477,446"
5/297 Church St,637500.0,674955.0901173204,"$637,500","$674,955"
2/7 Docker St,426000.0,477445.75671154674,"$426,000","$477,446"
36 Laity St,920000.0,1133621.7822729235,"$920,000","$1,133,622"
1/63 Wantirna Rd,701500.0,776870.5989346001,"$701,500","$776,871"
1/128 Wonga Rd,670000.0,675060.8517502587,"$670,000","$675,061"
17B Gracedale Av,855000.0,770143.355425258,"$855,000","$770,143"
17 Shasta Av,850000.0,770143.355425258,"$850,000","$770,143"
10 Hindmarsh St,631500.0,709415.2816282146,"$631,500","$709,415"
77 Rossiter Av,385000.0,523508.1211894783,"$385,000","$523,508"
32 Park Av,2025000.0,1672450.7447460417,"$2,025,000","$1,672,451"
21 Northcote St,881500.0,655310.6808632171,"$881,500","$655,311"
75 Osborne St,2300000.0,1743494.7920249111,"$2,300,000","$1,743,495"
702/63 Whiteman St,745000.0,1104142.0883633746,"$745,000","$1,104,142"
12 Kernot St,900000.0,1112399.1348443634,"$900,000","$1,112,399"
33 Kemp St,800000.0,709415.2816282146,"$800,000","$709,415"
1/52 Stephenson St,600000.0,610845.8825314175,"$600,000","$610,846"
30/64 Fitzroy St,832000.0,613739.5450925218,"$832,000","$613,740"
4/4 Princes St,1155000.0,1399014.428035827,"$1,155,000","$1,399,014"
7/17 Robe St,600000.0,613739.5450925218,"$600,000","$613,740"
27/62 Wellington St,452000.0,438987.2166419719,"$452,000","$438,987"
3/165 Mascoma St,730000.0,546927.6457043882,"$730,000","$546,928"
95 Fraser St,690000.0,700136.4782766431,"$690,000","$700,136"
1/52 Dunkeld Av,520000.0,686839.5351597499,"$520,000","$686,840"
1 Killeen St,645000.0,686839.5351597499,"$645,000","$686,840"
15 Link Rd,601500.0,602836.4036867679,"$601,500","$602,836"
22 Marcia St,620000.0,686839.5351597499,"$620,000","$686,840"
5/36 Florence Rd,730000.0,626111.4303234199,"$730,000","$626,111"
52 George St,1025000.0,852956.602492733,"$1,025,000","$852,957"
5 Latrobe Tce,605000.0,717233.4557246343,"$605,000","$717,233"
41 Brock St,645500.0,688132.5324430503,"$645,500","$688,133"
1/16 Larch St,540000.0,560119.9027979611,"$540,000","$560,120"
1/64 Waratah St,420000.0,393278.6451021143,"$420,000","$393,279"
1/149 Ballantyne St,935000.0,709494.7144622455,"$935,000","$709,495"
42 Gooch St,972000.0,1138747.765915349,"$972,000","$1,138,748"
2/15 Rennie St,325000.0,356715.40773504344,"$325,000","$356,715"
388a Station St,795000.0,709494.7144622455,"$795,000","$709,495"
2/7 Verdant Av,1230000.0,1491654.5587996165,"$1,230,000","$1,491,655"
3/8 Warwick Pl,680000.0,663058.4248537347,"$680,000","$663,058"
29 Jenola Pde,1215000.0,1129162.8781159387,"$1,215,000","$1,129,163"
15 Paul Av,850000.0,837019.1165446673,"$850,000","$837,019"
4/285 Greensborough Rd,475000.0,509307.7136009299,"$475,000","$509,308"
2/17 Filippin Ct,571000.0,451749.6489116459,"$571,000","$451,750"
27 Rainsford St,485000.0,582068.0882941012,"$485,000","$582,068"
2/6 Salisbury St,585000.0,582068.0882941012,"$585,000","$582,068"
42 Taworri Cr,420000.0,582068.0882941012,"$420,000","$582,068"
3 Yankos Dr,920000.0,821603.4804220487,"$920,000","$821,603"
3 Hope St,1485000.0,1213445.8408376463,"$1,485,000","$1,213,446"
3/84 Hillcrest Dr,575000.0,552949.7630120171,"$575,000","$552,950"
274 Lum Rd,880000.0,1051020.5566116294,"$880,000","$1,051,021"
3 Orduna Pl,926000.0,1051020.5566116294,"$926,000","$1,051,021"
11/8 The Strand,970000.0,569076.3327443023,"$970,000","$569,076"
4/27 Newry St,585000.0,622309.0308110154,"$585,000","$622,309"
18 Karong Dr,505000.0,469392.5379102658,"$505,000","$469,393"
10 Whitehaven St,392500.0,469392.5379102658,"$392,500","$469,393"
4 Miriam Dr,590000.0,646264.5065963152,"$590,000","$646,265"
70 Severn St,1291000.0,1035135.6557772139,"$1,291,000","$1,035,136"
200 Vere St,1540000.0,1407172.6998273735,"$1,540,000","$1,407,173"
22 Aberfeldie St,2600000.0,1500307.986622207,"$2,600,000","$1,500,308"
48 Fawkner St,1905000.0,1500307.986622207,"$1,905,000","$1,500,308"
25 Glenys Av,730000.0,923508.3429778871,"$730,000","$923,508"
110 Halsey Rd,880000.0,923508.3429778871,"$880,000","$923,508"
2/82 McIntosh St,641000.0,681267.0508389857,"$641,000","$681,267"
38 North St,886000.0,923508.3429778871,"$886,000","$923,508"
108 Victory Rd,926000.0,923508.3429778871,"$926,000","$923,508"
16 Reed St,4110000.0,2186578.9919342455,"$4,110,000","$2,186,579"
5 Norwood St,715000.0,686839.5351597499,"$715,000","$686,840"
21 Westwood Wy,725000.0,686839.5351597499,"$725,000","$686,840"
44 Yarralea St,1757000.0,1554391.2750482333,"$1,757,000","$1,554,391"
1/231 Queen St,1175000.0,846278.9362990293,"$1,175,000","$846,279"
24 Elystan Rd,417000.0,927596.7689911678,"$417,000","$927,597"
29 Fell Ct,600000.0,927596.7689911678,"$600,000","$927,597"
3 Hopkins Ct,800000.0,927596.7689911678,"$800,000","$927,597"
6 Clarendon St,1961000.0,1710267.931618435,"$1,961,000","$1,710,268"
3/39 Kooyong Rd,770000.0,964179.1058249226,"$770,000","$964,179"
5/27 Harold St,515000.0,574630.5261749922,"$515,000","$574,631"
70 Ormond Rd,842000.0,1025334.4306796027,"$842,000","$1,025,334"
29 Queens Av,1700000.0,1561950.9239041195,"$1,700,000","$1,561,951"
4/9 Sandown Rd,675000.0,980767.2015186445,"$675,000","$980,767"
4/23 Ashburn Gr,690500.0,626111.4303234199,"$690,500","$626,111"
31 Stonebridge Wy,941000.0,778823.9647634097,"$941,000","$778,824"
41 Montpellier Dr,900000.0,915564.4745380162,"$900,000","$915,564"
7 Carronshore Cl,3300000.0,1732809.8200551216,"$3,300,000","$1,732,810"
105 Gordon St,2600000.0,2172091.625231597,"$2,600,000","$2,172,092"
8/35 Weir St,731000.0,654482.3215813743,"$731,000","$654,482"
3/4 Westminster St,776000.0,654482.3215813743,"$776,000","$654,482"
8 Yarrbat Av,3350000.0,2573749.5512737846,"$3,350,000","$2,573,750"
12 Aylmer St,1846000.0,1533935.9455880367,"$1,846,000","$1,533,936"
438 Balwyn Rd,1530000.0,1533935.9455880367,"$1,530,000","$1,533,936"
5 Carnell Pl,1100000.0,1533935.9455880367,"$1,100,000","$1,533,936"
53 Ellsa St,2350000.0,1533935.9455880367,"$2,350,000","$1,533,936"
4 Lawson St,1754000.0,1237094.6320889757,"$1,754,000","$1,237,095"
2/138 Winfield Rd,1225000.0,1192930.456851252,"$1,225,000","$1,192,930"
92 Winfield Rd,1300000.0,1533935.9455880367,"$1,300,000","$1,533,936"
14 Greenglade Ct,831000.0,709415.2816282146,"$831,000","$709,415"
23 Ozone Rd,916500.0,790260.9367970334,"$916,500","$790,261"
4 Fernhill La,1050200.0,828263.9042925909,"$1,050,200","$828,264"
11 Banksia Av,2070000.0,1585774.2062999022,"$2,070,000","$1,585,774"
37 Deauville St,2260000.0,1585774.2062999022,"$2,260,000","$1,585,774"
4 Ruxton Ri,1200000.0,1585774.2062999022,"$1,200,000","$1,585,774"
11 Wellington Av,1840000.0,1302467.9692665965,"$1,840,000","$1,302,468"
2/32 Brewer Rd,623500.0,613642.2721477122,"$623,500","$613,642"
4 Paschal St,1560000.0,1460608.4927580173,"$1,560,000","$1,460,608"
248 Patterson Rd,1250000.0,1327540.169619656,"$1,250,000","$1,327,540"
3/561 South Rd,604000.0,613642.2721477122,"$604,000","$613,642"
1/39 Whitmuir Rd,1075000.0,1012831.4342156646,"$1,075,000","$1,012,831"
5 Garden Rd,1940000.0,1433989.915772775,"$1,940,000","$1,433,990"
3 Greenview Ct,2055000.0,1433989.915772775,"$2,055,000","$1,433,990"
76a Moylan St,1500000.0,1247125.6470455304,"$1,500,000","$1,247,126"
7 Murrong Av,1650000.0,1133397.6445254476,"$1,650,000","$1,133,398"
9A Purtell St,1285000.0,1247125.6470455304,"$1,285,000","$1,247,126"
14 Richard St,1420000.0,1367439.9111538953,"$1,420,000","$1,367,440"
39 Tambet St,950000.0,1133397.6445254476,"$950,000","$1,133,398"
85 Tudor St,1200000.0,1133397.6445254476,"$1,200,000","$1,133,398"
23 Sharpe Ct,556500.0,655310.6808632171,"$556,500","$655,311"
3/8 McGregor Av,1301000.0,1130432.0321142685,"$1,301,000","$1,130,432"
6 The Ridge,1300000.0,1316367.8605574912,"$1,300,000","$1,316,368"
5 Merle St,1335000.0,1000375.875131243,"$1,335,000","$1,000,376"
7 Agnew St,1340000.0,1000375.875131243,"$1,340,000","$1,000,376"
44 Ilma Gr,917500.0,832325.8948425964,"$917,500","$832,326"
39 Court St,1941000.0,1483844.2383153255,"$1,941,000","$1,483,844"
10 Patricia St,1435000.0,971959.640987741,"$1,435,000","$971,960"
10/24 Rose St,695000.0,664734.3069676687,"$695,000","$664,734"
11 Victoria St,1782500.0,1356245.0265995704,"$1,782,500","$1,356,245"
1/8 Dedrick Gr,655000.0,841387.830197511,"$655,000","$841,388"
5 Howell Pl,771000.0,841387.830197511,"$771,000","$841,388"
17 Kenross Ct,785000.0,841387.830197511,"$785,000","$841,388"
3/2 Rose St,682000.0,687279.0356738874,"$682,000","$687,279"
51 South Rd,780000.0,841387.830197511,"$780,000","$841,388"
69 Karingal Dr,700000.0,837019.1165446673,"$700,000","$837,019"
8 Berwick St,2451000.0,2330395.172362617,"$2,451,000","$2,330,395"
1A Laburnum Ct,1900000.0,1538426.897597991,"$1,900,000","$1,538,427"
202/116 Martin St,525000.0,698580.2389048762,"$525,000","$698,580"
2/109 Roslyn St,1500000.0,1538426.897597991,"$1,500,000","$1,538,427"
10 Mayrose Cr,2103000.0,1820580.3512251263,"$2,103,000","$1,820,580"
130 Thomas St,1600000.0,1462763.491654876,"$1,600,000","$1,462,763"
10 Prahn Ct,538000.0,542000.9794379015,"$538,000","$542,001"
2/168 Barkly St,1004000.0,955648.1097266836,"$1,004,000","$955,648"
2/68 De Carle St,603000.0,505881.3536266686,"$603,000","$505,881"
5/128 Donald St,450000.0,505881.3536266686,"$450,000","$505,881"
20 Downs St,1530000.0,1738001.8603325344,"$1,530,000","$1,738,002"
2 Lillian St,820000.0,1144000.860461169,"$820,000","$1,144,001"
20 Mountfield St,1255000.0,1144000.860461169,"$1,255,000","$1,144,001"
53 Stewart St,1075000.0,955648.1097266836,"$1,075,000","$955,648"
122 Barkly St,1326000.0,1326582.138259201,"$1,326,000","$1,326,582"
301/22 Barkly St,407000.0,401187.05449688516,"$407,000","$401,187"
2/10 Rathdowne St,1053000.0,774195.0749142988,"$1,053,000","$774,195"
1/67 Everett St,865000.0,901484.3856495764,"$865,000","$901,484"
19A Grantham St,795000.0,945114.466405939,"$795,000","$945,114"
35 Cuthbert St,1050000.0,1337362.764887119,"$1,050,000","$1,337,363"
23 Kathleen Gr,1427000.0,1337362.764887119,"$1,427,000","$1,337,363"
26 Vera St,962000.0,1074175.2232651808,"$962,000","$1,074,175"
5 Donach Cr,782000.0,773660.1154087521,"$782,000","$773,660"
3 Hazelwood Ct,780000.0,773660.1154087521,"$780,000","$773,660"
6/42 Ormond Bvd,370000.0,450882.15062673995,"$370,000","$450,882"
71 Settlement Rd,918000.0,1091450.6218747278,"$918,000","$1,091,451"
1 Windsor Cr,847500.0,968803.517123655,"$847,500","$968,804"
2/63 Morton Rd,1045000.0,896550.4803820682,"$1,045,000","$896,550"
46 Roslyn St,1600000.0,1359688.0178066022,"$1,600,000","$1,359,688"
1/19 Uganda St,1240000.0,896550.4803820682,"$1,240,000","$896,550"
29 Rochdale Dr,1100000.0,1141726.3849221151,"$1,100,000","$1,141,726"
5 Wilkinson St,1115000.0,985305.7701189423,"$1,115,000","$985,306"
40 Lakewood Bvd,733000.0,756487.0971116546,"$733,000","$756,487"
39 Waterview Dr,1206000.0,756487.0971116546,"$1,206,000","$756,487"
10 Finsbury Wy,2056000.0,1732809.8200551216,"$2,056,000","$1,732,810"
9 Gowar Av,2575000.0,2172091.625231597,"$2,575,000","$2,172,092"
13 High Rd,2230000.0,2172091.625231597,"$2,230,000","$2,172,092"
4 Kingfield Ct,1670000.0,2172091.625231597,"$1,670,000","$2,172,092"
51 Mangarra Rd,3888000.0,2113891.0733953607,"$3,888,000","$2,113,891"
5/5 Willow Gr,630000.0,686465.133060942,"$630,000","$686,465"
810 Lygon St,1371000.0,1404518.183805654,"$1,371,000","$1,404,518"
395 Station St,1820000.0,1733634.0526816994,"$1,820,000","$1,733,634"
7/184 Neerim Rd,450000.0,614320.5223216215,"$450,000","$614,321"
15 Marcella Pl,530000.0,646264.5065963152,"$530,000","$646,265"
26 Carnarvon Rd,1825000.0,1453591.5255757722,"$1,825,000","$1,453,592"
1/370 Orrong Rd,661000.0,646867.1836213025,"$661,000","$646,867"
8/18 Park Cr,280000.0,432769.0548631045,"$280,000","$432,769"
24 Remuera St,1590000.0,1252966.7208164944,"$1,590,000","$1,252,967"
5/9 Churchill Av,738000.0,647473.9461098763,"$738,000","$647,474"
2/9 Robert St,1171000.0,1095978.3783990797,"$1,171,000","$1,095,978"
72 Hughes Av,750000.0,832325.8948425964,"$750,000","$832,326"
9/209 Charman Rd,401500.0,465696.8704445169,"$401,500","$465,697"
4 Everest Dr,785000.0,1064962.5427579759,"$785,000","$1,064,963"
2 Heather Gr,1620000.0,1272693.8201569277,"$1,620,000","$1,272,694"
13a Hilda St,817500.0,804500.0166370551,"$817,500","$804,500"
30 Nancy St,965000.0,1064962.5427579759,"$965,000","$1,064,963"
2/41 Dally St,915000.0,848662.4048439966,"$915,000","$848,662"
25 Fenwick St,1100000.0,1128435.6990390448,"$1,100,000","$1,128,436"
359 Wellington St,912000.0,1128435.6990390448,"$912,000","$1,128,436"
418 Wellington St,1600000.0,1401986.6165934948,"$1,600,000","$1,401,987"
1 Farm Rd,900000.0,1356963.366358017,"$900,000","$1,356,963"
11 Gilbert St,925000.0,1069426.8085237758,"$925,000","$1,069,427"
1/44 Victoria St,900000.0,856993.4574372756,"$900,000","$856,993"
48 Webb St,1000000.0,1069426.8085237758,"$1,000,000","$1,069,427"
48 Golf Rd,950000.0,960755.8778832677,"$950,000","$960,756"
8 Julius St,916000.0,960755.8778832677,"$916,000","$960,756"
17/78 Oxford St,721000.0,674955.0901173204,"$721,000","$674,955"
407/132 Smith St,915000.0,674955.0901173204,"$915,000","$674,955"
11 Abbott Ct,554000.0,765140.1799542835,"$554,000","$765,140"
35 Abercarn Av,642500.0,765140.1799542835,"$642,500","$765,140"
26 Emerald Cct,555000.0,523508.1211894783,"$555,000","$523,508"
20 Lee St,615000.0,523508.1211894783,"$615,000","$523,508"
25 Mountleigh Cct,560000.0,523508.1211894783,"$560,000","$523,508"
21 Natural Dr,580000.0,523508.1211894783,"$580,000","$523,508"
79 Lincoln Rd,768000.0,752040.8570471212,"$768,000","$752,041"
20 Vernon St,1370000.0,963816.1104256072,"$1,370,000","$963,816"
51 Power St,965000.0,755273.2227172944,"$965,000","$755,273"
14 Ouyen Ct,467000.0,613515.2298503511,"$467,000","$613,515"
2/46 Barbara Av,470000.0,462199.45879255625,"$470,000","$462,199"
93 Somerset Dr,717000.0,681586.0683231053,"$717,000","$681,586"
8 Everleigh Dr,870000.0,709415.2816282146,"$870,000","$709,415"
15 Mitchell Ct,895000.0,790260.9367970334,"$895,000","$790,261"
16 Glenda St,1334000.0,1280096.206900851,"$1,334,000","$1,280,096"
7 Bernadette Ct,1340000.0,1280646.955079722,"$1,340,000","$1,280,647"
15 Champion St,1310000.0,1153193.0611349565,"$1,310,000","$1,153,193"
65 Dehnert St,1400000.0,1419621.9916115985,"$1,400,000","$1,419,622"
25 Fullwood Pde,1355000.0,1280646.955079722,"$1,355,000","$1,280,647"
45 Worthing Av,1468000.0,1280646.955079722,"$1,468,000","$1,280,647"
41 Garden Rd,2660000.0,1210642.0924798425,"$2,660,000","$1,210,642"
15 Sunlander Wy,550000.0,677535.9974337895,"$550,000","$677,536"
3 Pittosporum Gr,707000.0,730424.6607686923,"$707,000","$730,425"
24 Castle St,2001000.0,1709207.8308787465,"$2,001,000","$1,709,208"
35 Glenard Dr,1610000.0,1181515.1949161808,"$1,610,000","$1,181,515"
2/161 Wellington Pde S,505000.0,520790.6837146013,"$505,000","$520,791"
14 Hartington St,1425000.0,1453591.5255757722,"$1,425,000","$1,453,592"
10 Prentice St,2110000.0,1453591.5255757722,"$2,110,000","$1,453,592"
2/72 Bible St,685000.0,650877.9501342627,"$685,000","$650,878"
3/124 Dalton St,885000.0,857412.8990832865,"$885,000","$857,413"
8 Jelbart Ct,1240000.0,857412.8990832865,"$1,240,000","$857,413"
6 Lamorna Ct,1020000.0,983603.6459351495,"$1,020,000","$983,604"
4 Onkara Ct,940000.0,857412.8990832865,"$940,000","$857,413"
2 Plumtree Cl,1470000.0,857412.8990832865,"$1,470,000","$857,413"
25 Dunbarton Dr,860000.0,790260.9367970334,"$860,000","$790,261"
72 Addison St,2280000.0,1741069.0364039522,"$2,280,000","$1,741,069"
117 Spray St,2200000.0,1741069.0364039522,"$2,200,000","$1,741,069"
14 Devora Rd,711000.0,657616.8164255505,"$711,000","$657,617"
3/12 Balmoral St,620000.0,743980.7781545825,"$620,000","$743,981"
24 Cudmore St,2520000.0,1500307.986622207,"$2,520,000","$1,500,308"
41 Richardson St,2625000.0,1778987.2513323794,"$2,625,000","$1,778,987"
27 Sherbourne St,1275000.0,1500307.986622207,"$1,275,000","$1,500,308"
85 Kerferd St,1300000.0,1344094.7553971398,"$1,300,000","$1,344,095"
37 Hampton Rd,1300000.0,1500307.986622207,"$1,300,000","$1,500,308"
21 Rosehill Rd,1252000.0,1173233.829607686,"$1,252,000","$1,173,234"
8/35 Grange Rd,450000.0,550168.3680231309,"$450,000","$550,168"
2/63 Grange Rd,685000.0,550168.3680231309,"$685,000","$550,168"
3/1 Clara St,346000.0,388848.64403792244,"$346,000","$388,849"
16 Disney St,775000.0,847876.9513742758,"$775,000","$847,877"
24 Leighton Cr,940000.0,652798.0391906642,"$940,000","$652,798"
26 Leighton Cr,940000.0,652798.0391906642,"$940,000","$652,798"
124 Major Rd,756000.0,652798.0391906642,"$756,000","$652,798"
1 Palmer St,557000.0,652798.0391906642,"$557,000","$652,798"
3/14 Margot St,610000.0,462199.45879255625,"$610,000","$462,199"
81 Kerr St,1625000.0,1731102.48546954,"$1,625,000","$1,731,102"
157 Rose St,1535000.0,1407172.6998273735,"$1,535,000","$1,407,173"
220 McKean St,2200000.0,1765556.0358766865,"$2,200,000","$1,765,556"
136 Miller St,1677000.0,1178699.936617264,"$1,677,000","$1,178,700"
8 Canterbury St,1270000.0,1064490.228263848,"$1,270,000","$1,064,490"
1/43 Dover St,421000.0,412970.75427830976,"$421,000","$412,971"
75 Edinburgh St,1014000.0,1064490.228263848,"$1,014,000","$1,064,490"
54 Buckingham St,825000.0,833792.1896445598,"$825,000","$833,792"
10/17 Gordon St,325000.0,432571.2603510822,"$325,000","$432,571"
2 Smith Cr,1222000.0,1285091.1725076525,"$1,222,000","$1,285,091"
3 Milgate Ct,1159000.0,954678.7363340755,"$1,159,000","$954,679"
38A Morloc St,965000.0,954678.7363340755,"$965,000","$954,679"
59 Vicki St,1134000.0,954678.7363340755,"$1,134,000","$954,679"
11 Anderson St,740000.0,739470.8350355942,"$740,000","$739,471"
75 Wangarra Rd,641000.0,739470.8350355942,"$641,000","$739,471"
128 Tamarisk Dr,467000.0,655310.6808632171,"$467,000","$655,311"
85 Gardenvale Rd,1850000.0,1780665.6825902932,"$1,850,000","$1,780,666"
17 Fairbank Av,538000.0,636471.2829974401,"$538,000","$636,471"
25 Aintree Rd,3120000.0,2172091.625231597,"$3,120,000","$2,172,092"
15 Barina Rd,2420000.0,2172091.625231597,"$2,420,000","$2,172,092"
8/69 Edgar St N,485000.0,644390.9156460522,"$485,000","$644,391"
60 Hortense St,2237500.0,2172091.625231597,"$2,237,500","$2,172,092"
34 Howard St,2925000.0,2172091.625231597,"$2,925,000","$2,172,092"
2A Netherlee St,1700000.0,1732809.8200551216,"$1,700,000","$1,732,810"
3/19 Campbell St,1190000.0,1098373.0186517278,"$1,190,000","$1,098,373"
23 Diamond Av,1439000.0,1293272.8639537364,"$1,439,000","$1,293,273"
28 Durward Av,1165000.0,1293272.8639537364,"$1,165,000","$1,293,273"
1/602 Highbury Rd,737000.0,899360.5129621571,"$737,000","$899,361"
2/36 Monterey Av,860000.0,899360.5129621571,"$860,000","$899,361"
1/12 Hartington St,515000.0,558833.3709034371,"$515,000","$558,833"
9 McDonald Pl,666133.0,906116.9738211241,"$666,133","$906,117"
14 Pengana Av,760500.0,769657.2221168854,"$760,500","$769,657"
27 Warruga Pl,828000.0,837019.1165446673,"$828,000","$837,019"
47 Service St,2000000.0,1767686.2957075853,"$2,000,000","$1,767,686"
14A Carrington St,1045000.0,1164762.9762298588,"$1,045,000","$1,164,763"
2/1 Heath Cr,1115000.0,1485852.5457150876,"$1,115,000","$1,485,853"
18 King St,990000.0,1352667.3885587314,"$990,000","$1,352,667"
3 Seafoam St,1335000.0,1485852.5457150876,"$1,335,000","$1,485,853"
9/136 Church St,725000.0,642883.933707333,"$725,000","$642,884"
27 Edward St,1225000.0,1381637.2212533292,"$1,225,000","$1,381,637"
13/174 Power St,640000.0,642883.933707333,"$640,000","$642,884"
9/125 Riversdale Rd,600000.0,642883.933707333,"$600,000","$642,884"
11 Sercombe Gr,1350000.0,1381637.2212533292,"$1,350,000","$1,381,637"
24 Bayview Av,1620000.0,1364543.2008695176,"$1,620,000","$1,364,543"
6/1091 Burke Rd,599500.0,644390.9156460522,"$599,500","$644,391"
6/799 Burwood Rd,540000.0,644390.9156460522,"$540,000","$644,391"
67 Campbell St,730000.0,721998.671062926,"$730,000","$721,999"
4/265 Canterbury Rd,625000.0,721998.671062926,"$625,000","$721,999"
1/182 Hawdon St,810000.0,819954.6465465936,"$810,000","$819,955"
4 Weyburn Ct,1425000.0,1264846.2131705594,"$1,425,000","$1,264,846"
1 Bridgeford Ct,520000.0,764616.4708491454,"$520,000","$764,616"
36 Brunei Cr,731000.0,764616.4708491454,"$731,000","$764,616"
6 Setani Cr,761000.0,764616.4708491454,"$761,000","$764,616"
26 Clyde St,1260000.0,1382890.6918005422,"$1,260,000","$1,382,891"
20 Jackson Rd,1660000.0,1560873.541599056,"$1,660,000","$1,560,874"
3/21 Morley Cr,700000.0,902935.7235893316,"$700,000","$902,936"
72 Bellbridge Dr,545000.0,608610.6862666842,"$545,000","$608,611"
40 Carruthers Dr,720000.0,730560.8713814197,"$720,000","$730,561"
56 Dowling Av,660000.0,608610.6862666842,"$660,000","$608,611"
136 Kingston Bvd,615000.0,543331.744413592,"$615,000","$543,332"
53 Marlborough Cr,530000.0,608610.6862666842,"$530,000","$608,611"
18 McKellar Av,500000.0,536865.4015619906,"$500,000","$536,865"
20 McKellar Av,610000.0,543331.744413592,"$610,000","$543,332"
57 Powell Dr,604000.0,543331.744413592,"$604,000","$543,332"
16 Roberts Av,580000.0,608610.6862666842,"$580,000","$608,611"
8 Sierra Ct,541000.0,543331.744413592,"$541,000","$543,332"
3/62 Livingstone St,850000.0,954209.3497976698,"$850,000","$954,209"
46 Melcombe Rd,1355000.0,1500307.986622207,"$1,355,000","$1,500,308"
5/297 Upper Heidelberg Rd,515000.0,562862.5201581146,"$515,000","$562,863"
115 Valentine St,1000000.0,1173233.829607686,"$1,000,000","$1,173,234"
10 Dowling St,587000.0,656112.2548937779,"$587,000","$656,112"
3 Culgoa Ct,765000.0,654862.2890278917,"$765,000","$654,862"
6 Huon Ct,815000.0,828776.476865353,"$815,000","$828,776"
5 Heatherlea Cr,740000.0,748459.2458562459,"$740,000","$748,459"
54 McCracken St,1750000.0,1882685.1767962947,"$1,750,000","$1,882,685"
36 Ormond St,2500000.0,1645133.7949381673,"$2,500,000","$1,645,134"
19 Serong St,1050000.0,1375503.0383661047,"$1,050,000","$1,375,503"
906/70 Speakmen St,491888.0,611385.5146073485,"$491,888","$611,386"
1271 Burke Rd,1885000.0,1764693.68614303,"$1,885,000","$1,764,694"
8/8 Cobden St,1500000.0,1313327.4674235503,"$1,500,000","$1,313,327"
230 Cotham Rd,2425000.0,2233734.5625135093,"$2,425,000","$2,233,735"
7 Hillcrest Av,3450000.0,2233734.5625135093,"$3,450,000","$2,233,735"
48 Park Cr,2120000.0,2233734.5625135093,"$2,120,000","$2,233,735"
16 Clyde St,880000.0,1732809.8200551216,"$880,000","$1,732,810"
79 Kurunjang Dr,380000.0,454838.85159511137,"$380,000","$454,839"
50 Ardenal Cr,580000.0,801093.187075718,"$580,000","$801,093"
82 Cyprus St,716500.0,683431.7435144634,"$716,500","$683,432"
155 Darebin Dr,622000.0,683431.7435144634,"$622,000","$683,432"
32 Mindoro Cr,612000.0,683431.7435144634,"$612,000","$683,432"
69 Yallambie Rd,841000.0,1070390.763907676,"$841,000","$1,070,391"
1/2 Coleman St,890000.0,1205471.309766782,"$890,000","$1,205,471"
3/68 Madden St,770000.0,793857.6090194373,"$770,000","$793,858"
1/5 Wattle Rd,660000.0,957053.2248239822,"$660,000","$957,053"
42 McKinley Av,3100000.0,2494604.4477816573,"$3,100,000","$2,494,604"
13 Epping St,3501000.0,2686978.516275076,"$3,501,000","$2,686,979"
6/10 Ferncroft Av,650000.0,636501.3772591748,"$650,000","$636,501"
1 Oak Gr,1405000.0,1504896.391908174,"$1,405,000","$1,504,896"
18 Serrell St,1810000.0,1945851.1982778364,"$1,810,000","$1,945,851"
692 Waverley Rd,1100000.0,1945851.1982778364,"$1,100,000","$1,945,851"
33 Hillside Cr,1100000.0,1026929.0627957238,"$1,100,000","$1,026,929"
21 Ibis Pl,1150000.0,1026929.0627957238,"$1,150,000","$1,026,929"
1 Leopold St,1187000.0,1026929.0627957238,"$1,187,000","$1,026,929"
